Measure Time,Commanded trajectory,Real trajectory,Curve,az LS,2893,el LS,2396
2024-09-11 19:13:04.592014,"(7.53, -17.9863)","(1791, 3064)","[18 12 19 20 22 20 22 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 17 15 17 17 12 15 12 12 11 11 10 10  9 10  9  9 10  9 20 17 29 25
 36 33 37 37 36 36 40 39 39 40 37 38 34 36 33 33 32 32 38 34 40 39 39 40
 36 38 35 36 33 35 25 30 25 25 31 30 31 31 26 31 24 26 22 23 20 21 20 20
 18 19 17 17 16 16 21 16]",,,,
2024-09-11 19:13:18.548452,"(-5.34, -17.8721)","(1701, 3063)","[18 15 19 20 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 13 10
 25 18 32 29 32 32 28 30 22 25 18 20 12 17 12 12 11 12 11 11 13 11 19 15
 28 23 39 33 46 43 49 49 49 49 46 48 43 44 38 40 36 36 34 35 32 33 30 31
 25 27 31 30 30 31 25 29 25 25 34 31 41 38 41 42 36 40 33 34 28 28 27 28
 25 26 22 24 20 21 17 18]",,,,
2024-09-11 19:13:33.332342,"(-17.81, -18.4003)","(1604, 3069)","[18  7 19 20 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 12 11 12 12 10 11 12 11 12 12 12 12 11 11 10 10 10 10
 15 10 21 19 21 21 18 19 12 16 11 11 10 10  9 10 10  9 10 10 19 16 20 19
 33 22 48 42 53 51 51 52 49 50 46 48 43 45 38 40 35 37 31 33 25 29 23 24
 20 22 18 19 18 17 24 21 38 27 53 47 58 56 57 58 51 55 46 48 42 44 37 39
 31 34 26 27 23 24 20 22]",,,,
2024-09-11 19:13:47.091859,"(-30.0, -20.0)","(1506, 3085)","[18  9 19 20 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 16 13 22 19 24 24 22 23 25 24 24 25
 21 22 23 22 28 25 32 30 33 33 32 33 27 29 25 26 25 25 23 24 18 22 17 17
 16 17 15 16 15 15 18 14 29 22 38 34 40 40 39 40 34 37 28 32 20 26 19 20
 18 19 15 17 13 14 12 13]",,,,
2024-09-11 19:14:00.652116,"(-40.42, -18.7262)","(1422, 3075)","[18 10 19 20 22 20 21 23 20 19 22 22 21 22 17 19 17 17 16 17 15 16 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 10 10 10 10
 10 10 10 10 15 10 18 17 23 19 32 27 33 33 31 32 26 29 19 22 14 15 13 13
 11 12 11 11  9 10  9  9]",,,,
2024-09-11 19:14:14.421491,"(-52.47, -17.9863)","(1318, 3069)","[18 11 19 20 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 15 14 23 19 28 27 29 29 26 28 22 24 18 20 13 13 12 12 10 11
  9 10  9  9  9  9  9  9]",,,,
2024-09-11 19:14:28.386758,"(-65.34, -17.8722)","(1199, 3066)","[18  6 19 20 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 14  9 28 22 34 32 34 34 30 32 24 27 20 21 14 14 13 14 12 12
 10 11  9 10  9  9  9  9]",,,,
2024-09-11 19:14:43.167609,"(-77.81, -18.400399999999998)","(1067, 3072)","[18 12 19 20 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 24 19 35 31 38 38 37 38 33 36 26 30 21 24 15 16 14 15 12 13
 10 11  9  9  9  9  9  9]",,,,
2024-09-11 19:15:18.741186,"(90, 18.0)","(2833, 2680)","[18 11 19 20 22 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 14 11 28 19 40 35 42 41 39 41
 37 37 35 36 31 33 27 28 24 25 21 22 17 17 15 16 13 14 11 12  9 10  8  9
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:15:32.098462,"(81.45, 16.6856)","(2714, 2691)","[18  6 19 20 22 20 24 24 23 24 23 23 22 22 20 20 18 19 16 17 14 15 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 18 17 26 21 39 32 50 46 52 52 50 52
 46 48 43 45 39 41 33 36 27 30 22 22 20 21 18 19 16 17 14 15 12 13 11 11
  9 10  9  9  9  9  9  9]",,,,
2024-09-11 19:15:45.656080,"(71.69, 15.8001)","(2570, 2698)","[18 12 19 20 24 21 27 26 25 26 25 25 23 24 21 22 20 20 19 19 16 17 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 15 13 18 17 19 19 19 19 25 21 25 25 31 27 45 37 57 52 59 59 57 58
 50 54 44 46 40 42 35 38 30 33 25 26 22 24 19 21 16 18 14 15 11 12 10 11
 10 10 10 10  9 10  9  9]",,,,
2024-09-11 19:15:59.215465,"(61.12, 15.4174)","(2414, 2704)","[18 14 19 20 24 21 27 26 25 26 24 24 23 23 21 22 20 20 19 20 16 17 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 14  9 17 16 19 18 19 19 21 19 29 25 30 29 34 31 48 39 60 55 62 61 58 61
 52 54 44 48 39 41 35 37 30 33 26 26 23 24 20 22 17 19 15 16 13 14 12 13
 11 11 10 10  9 10  9  9]",,,,
2024-09-11 19:16:13.774208,"(50.4, 15.5746)","(2265, 2701)","[18 11 19 20 24 21 27 26 25 26 23 24 22 23 20 21 19 20 19 19 15 17 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10 10 11 11 10 11
  9  9 14 12 19 17 19 19 21 19 28 24 29 28 33 30 46 38 58 54 60 60 56 59
 50 52 45 47 39 42 33 36 26 30 24 25 21 22 18 19 15 16 14 15 13 14 12 13
 11 11 10 10  9 10  9  9]",,,,
2024-09-11 19:16:28.343289,"(40.23, 16.2562)","(2133, 2696)","[18  9 19 20 23 21 26 25 24 25 23 23 21 22 19 20 18 18 17 17 14 16 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 19 16 20 19 28 23 42 34 53 48 55 54 53 54
 47 50 41 44 34 38 29 31 23 27 22 22 20 21 18 19 16 17 14 15 13 13 12 12
 10 11  9  9  9  9  9  9]",,,,
2024-09-11 19:16:41.907719,"(30.0, 18.0)","(2012, 2676)","[18  8 19 20 22 20 21 23 20 19 22 22 21 22 17 19 18 17 18 18 17 18 13 15
 12 12 11 11 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 14 11 31 22 44 39 48 47 47 48
 43 46 39 41 34 36 28 31 23 25 18 19 16 17 14 15 12 13 11 11 10 10  9  9
  8  9  8  8  9  9  9  9]",,,,
2024-09-11 19:16:55.256245,"(21.45, 16.6856)","(1921, 2689)","[18  3 19 20 22 20 22 23 22 22 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 14 13 23 17 37 29 49 44 51 50 49 50
 44 47 36 40 29 32 20 27 19 20 17 18 16 17 15 15 13 14 12 13 10 11  9 10
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:17:08.818418,"(11.69, 15.8)","(1827, 2697)","[18 15 19 20 22 20 25 24 25 25 23 24 22 22 20 21 19 20 17 18 14 16 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 20 18 20 20 28 23 42 33 54 49 56 56 54 56
 48 52 43 46 39 41 32 36 27 30 22 23 20 21 18 19 16 17 14 15 13 14 11 12
 10 11 10 10 10 10 10 10]",,,,
2024-09-11 19:17:22.369645,"(1.12, 15.4173)","(1733, 2702)","[18 17 19 20 24 21 27 26 26 27 25 26 24 24 22 23 21 22 20 21 16 18 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 15 15 11 11 15 11
 15 15 16 15 18 17 18 18 14 17 21 18 22 21 29 26 41 32 53 48 56 55 53 55
 47 51 43 45 39 41 34 37 29 32 24 25 22 23 20 21 17 18 14 15 12 13 11 11
 10 10  9  9  9  9  9  9]",,,,
2024-09-11 19:17:35.930059,"(-9.6, 15.5746)","(1669, 2699)","[18  8 19 20 23 21 26 25 25 26 24 25 23 24 22 23 22 22 20 21 17 19 13 15
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 20 18 20 20 24 20 38 29 50 45 52 52 50 51
 45 47 41 42 38 39 33 35 28 30 23 23 22 22 19 21 17 18 16 16 14 15 13 14
 12 13 10 11  9 10  9  9]",,,,
2024-09-11 19:17:49.484361,"(-19.77, 16.2562)","(1588, 2696)","[17  6 19 20 22 20 25 24 24 25 23 24 21 22 19 20 17 18 16 17 14 15 13 13
 12 12 11 11 11 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 27 18 41 35 44 43 43 44
 39 41 37 38 34 35 30 32 25 27 19 19 18 19 17 18 16 16 14 15 13 13 12 12
 11 11 10 11 10 10  9  9]",,,,
2024-09-11 19:18:03.051951,"(-30.0, 18.0)","(1506, 2677)","[17 10 19 19 22 20 22 23 20 19 22 22 21 22 17 19 17 17 17 17 15 16 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 26 19 39 33 44 42 43 44
 40 42 33 37 28 30 23 25 17 21 16 17 14 15 12 13 11 12 10 11 10 10  9  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:18:16.409641,"(-38.55, 16.6856)","(1438, 2690)","[17  9 19 19 22 20 22 23 21 20 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 17 11 30 24 42 36 46 44 45 46
 41 44 37 39 34 36 30 32 26 28 20 20 18 19 16 17 14 15 12 13 11 12 10 10
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:18:29.969776,"(-48.31, 15.8)","(1356, 2696)","[17  7 19 19 22 20 24 24 24 24 23 23 22 22 20 20 19 19 18 19 15 17 13 14
 12 13 12 12 12 12 11 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 17 11 31 24 41 36 45 44 45 45
 42 44 39 41 36 38 31 34 26 28 20 20 18 19 15 16 13 14 12 12 10 11  9 10
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:18:43.522399,"(-58.88, 15.4174)","(1260, 2700)","[17  9 19 19 23 20 26 25 25 26 24 24 23 23 21 22 21 21 20 21 18 19 17 17
 15 16 14 15 12 13 11 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 25 15 40 33 45 43 45 45
 42 44 37 40 33 35 28 31 25 26 19 19 18 19 16 17 15 16 13 14 12 13 11 11
 10 10  9  9  9  9  9  9]",,,,
2024-09-11 19:18:58.094277,"(-69.6, 15.5747)","(1156, 2698)","[17 10 19 19 23 21 26 26 26 26 25 25 23 24 22 23 22 22 21 22 19 20 17 18
 16 17 14 15 12 13 11 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 18 16 20 20 20 20 28 21 41 35 47 45 46 47
 44 46 39 42 34 37 29 32 25 27 20 21 19 20 18 18 16 17 15 16 13 14 12 12
 10 11 10 10  9 10  9  9]",,,,
2024-09-11 19:19:11.656155,"(-79.77, 16.2562)","(1045, 2695)","[17  5 19 19 23 21 26 25 25 26 24 25 23 23 22 22 21 22 20 21 19 20 17 18
 15 16 13 14 11 12 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 17 13 19 17 29 22 42 35 48 45 47 48
 44 46 37 41 32 34 28 30 24 26 19 20 18 19 15 16 13 14 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:19:25.220624,"(-90, 18.0)","(916, 2679)","[17  7 19 19 22 20 22 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 24 18 36 30 37 37 34 35
 35 36 35 35 34 34 32 33 28 30 24 26 18 22 16 17 14 15 12 13  9 10  8  9
  7  7  8  7 18 14 22 21]",,,,
2024-09-11 19:20:01.204391,"(81.45, -21.6856)","(2713, 3096)","[17  5 19 19 22 20 22 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 16 10
 34 28 42 39 42 43 39 41 35 37 30 33 25 28 20 22 14 17 13 14 11 12 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 16 11 15 15 10 10  9 10 15  9
 21 19 22 22 22 22 25 23 27 27 28 28 27 27 26 26 24 25 22 23 15 20 14 15
 12 13 11 12  9 10  9  9]",,,,
2024-09-11 19:20:14.765258,"(71.69, -20.8001)","(2570, 3096)","[17  4 19 19 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 17 10
 33 26 43 39 45 44 43 44 39 42 33 36 27 30 22 24 16 20 15 15 14 15 13 14
 12 12 10 11 12 11 13 12 14 15 13 14 19 18 20 18 24 23 23 24 23 23 23 23
 25 24 26 26 25 26 25 25 23 25 24 22 24 24 22 23 16 21 16 16 14 15 12 13
 10 11  9  9  9  9  9  9]",,,,
2024-09-11 19:20:28.321338,"(61.12, -20.4174)","(2414, 3092)","[17 10 19 19 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 19 10 23 22 30 26 36 34 37 37 36 37 33 35 26 29 21 24 18 19 14 15 12 13
 11 11 10 10 12 11 13 12 16 15 25 21 28 27 31 30 32 31 34 33 35 35 34 34
 33 33 32 32 31 31 29 30 26 28 25 26 28 27 27 28 24 27 19 20 18 19 16 17
 15 16 14 15 12 13 11 11]",,,,
2024-09-11 19:20:41.879945,"(50.4, -20.5746)","(2265, 3094)","[17  5 19 19 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 20 12 33 28 40 38 41 41 39 40 33 37 27 29 23 25 17 21
 15 16 15 15 15 15 14 14 22 15 32 27 38 35 41 40 41 41 40 41 38 39 38 38
 36 37 33 35 29 31 24 28 24 24 23 24 22 23 19 21 17 18 15 15 13 14 12 13
 11 11 10 11 10 10  9  9]",,,,
2024-09-11 19:20:55.434542,"(40.23, -21.2562)","(2133, 3099)","[17  6 19 19 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 10 12 12 11 12 10 11 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 15 12 25 19 30 28 32 31 33 33 32 33 31 32 30 31
 27 29 24 25 22 22 16 21 16 16 16 16 20 16 22 22 22 22 24 23 29 26 35 33
 33 34 31 31 30 30 27 29 20 25 20 20 18 19 17 18 16 17 14 15 13 14 12 13
 11 12 10 10  9 10  9  9]",,,,
2024-09-11 19:21:09.992741,"(30.0, -23.0)","(2012, 3114)","[17  7 19 19 23 21 26 26 24 26 23 23 22 22 22 22 21 21 19 20 17 18 14 15
 13 14 13 13 13 13 12 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 15 10 16 16 16 16 15 15 24 19 29 27
 32 31 32 32 31 32 29 30 27 28 26 27 22 24 16 21 16 16 16 16 15 16 15 15
 15 15 15 15 21 20 15 19 15 15 15 15 15 15 15 15 14 14 13 13 13 13 13 13
 12 13 11 11  9 10  9  9]",,,,
2024-09-11 19:21:24.369946,"(21.45, -21.6856)","(1921, 3106)","[17 12 19 19 22 20 21 23 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 13 11 21 16 28 26 29 30 27 28 31 29 33 33 31 32 29 30 31 30
 33 33 33 34 30 32 26 28 22 25 18 19 17 17 16 16 20 16 21 21 16 21 16 16
 15 16 13 14 12 13 11 11]",,,,
2024-09-11 19:21:37.931152,"(11.69, -20.8)","(1827, 3098)","[17  7 19 19 22 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 16  9 21 20 22 22 24 22
 26 26 25 26 24 24 25 24 24 24 24 24 21 23 20 21 15 19 21 18 23 22 26 23
 35 30 42 39 41 42 38 40 35 36 35 35 37 36 40 39 41 41 39 40 37 38 34 35
 31 32 26 27 25 26 28 25]",,,,
2024-09-11 19:21:51.485781,"(1.12, -20.417299999999997)","(1733, 3094)","[17 15 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 10 13 12 12 13 10 11 12 11 12 12 12 12 11 11 10 10 10 10
 17 10 24 22 24 24 21 23 18 20 15 17 11 11 10 10 15 10 16 16 11 16 11 11
 21 11 33 28 39 36 41 40 39 39 39 39 37 38 39 39 39 39 42 40 44 43 43 43
 42 43 40 41 39 39 37 38 36 36 42 38 48 46 47 48 43 46 38 40 32 36 31 32
 30 31 28 29 25 26 23 24]",,,,
2024-09-11 19:22:05.042755,"(-9.6, -20.5746)","(1669, 3097)","[17  6 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 11 10 13 12 13 13 12 12 12 12 12 12 12 12 11 11 10 10 13 10
 24 18 31 29 30 31 26 29 21 23 16 18 12 12 11 12 11 11 17 16 17 17 12 17
 24 12 39 32 45 43 46 46 45 45 40 43 38 39 36 37 34 35 34 34 34 34 32 33
 30 30 34 31 35 35 34 35 32 33 40 34 49 45 49 49 47 49 43 45 36 40 31 35
 30 31 29 30 26 27 22 24]",,,,
2024-09-11 19:22:18.601409,"(-19.77, -21.2562)","(1587, 3102)","[17 14 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 12 11 16 14 16 16 13 15 11 12 12 12 12 12 12 12 11 11 10 10 15 10
 19 16 22 21 21 22 18 20 12 17 11 11 18 17 23 21 24 24 23 24 21 22 22 21
 35 25 48 43 55 52 58 57 57 58 54 56 49 51 46 47 41 44 38 39 36 37 33 35
 28 31 26 27 26 25 31 29 38 32 51 44 57 55 55 57 51 54 47 49 42 45 38 40
 31 35 27 29 23 25 21 22]",,,,
2024-09-11 19:22:32.156107,"(-30.0, -23.0)","(1506, 3118)","[17 11 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 17 14 20 19 24 22 25 25 21 23 19 20
 24 18 34 29 36 35 35 36 33 35 30 32 25 28 23 24 18 21 17 17 16 16 15 15
 19 15 23 22 24 24 22 23 16 21 16 16 31 25 38 35 39 39 38 38 34 36 27 30
 21 25 20 20 17 18 15 16]",,,,
2024-09-11 19:22:45.515392,"(-38.55, -21.6856)","(1437, 3107)","[17  7 19 19 22 20 25 24 23 24 23 23 22 22 20 20 19 20 18 19 15 16 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 14 10 16 15
 17 17 17 17 17 17 15 16 10 15 20 16 28 24 31 30 30 31 28 29 25 26 21 23
 15 19 14 15 13 13 11 12]",,,,
2024-09-11 19:22:59.079280,"(-48.31, -20.8)","(1355, 3102)","[17  5 19 19 21 20 24 23 22 23 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  9  9  9  9 14  9 15 16 21 18 25 25 24 25 20 22 18 19 12 17
 12 12 11 11 10 10  9  9]",,,,
2024-09-11 19:23:12.638773,"(-58.88, -20.4174)","(1261, 3098)","[17 10 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 11  8 17 14 26 21 32 30 33 33 32 33 29 31 24 26 20 22 14 18
 13 14 11 12 10 11  9  9]",,,,
2024-09-11 19:23:26.198892,"(-69.6, -20.5747)","(1156, 3099)","[17  9 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8 12  7 23 15 31 28 32 32 31 32 28 30 23 26 19 21 13 17
 11 12 10 10  9  9  9  9]",,,,
2024-09-11 19:23:39.760031,"(-79.77, -21.2562)","(1046, 3103)","[17  3 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 14 13 18 14 29 25 34 33 33 34 30 31 26 28 21 24 14 19 13 14
 11 12 10 10  9 10  9  9]",,,,
2024-09-11 19:24:15.529765,"(90, 21.0)","(2834, 2653)","[17  5 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 19 10 25 23 26 25 32 30
 29 31 27 28 25 26 22 24 20 21 14 14 13 14 12 12 11 12 10 11  8  9  8  8
  8  8  8  8  9  9  9  9]",,,,
