Measure Time,Commanded trajectory,Real trajectory,Curve,az LS,2893,el LS,2396
2024-09-11 19:46:12.680837,"(84.44, 25.6205)","(2760, 2578)","[17  8 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 15 10 15 16
 11 15 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 13 10 20 16 35 28 43 40
 43 43 39 41 32 35 27 30 22 24 16 16 15 16 13 14 12 13 11 11  9 10  8  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:46:26.642777,"(78.31, 24.508)","(2670, 2576)","[17 11 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 13 10 27 18 40 34 47 45
 47 47 42 45 36 39 31 34 25 28 18 18 16 17 13 15 11 12 10 11  8  9  8  8
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:46:39.595939,"(71.69, 23.7001)","(2570, 2577)","[17  4 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 26 16 39 33 45 43
 45 45 41 43 36 38 31 34 25 28 20 22 15 16 13 14 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:46:52.752717,"(64.7, 23.2286)","(2467, 2578)","[17  7 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 13 10 16 16
 15 16 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 22 16 36 29 40 39
 39 40 34 37 29 31 25 27 20 22 15 16 14 14 12 13 11 12 10 11 10 10  9  9
  9  9  8  8  9  9  9  9]",,,,
2024-09-11 19:47:06.922292,"(57.53, 23.1142)","(2364, 2576)","[17  6 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 23 18 24 24
 22 24 18 20 11 16 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 26 19 34 31
 33 34 29 31 25 27 21 23 14 18 12 13 11 12 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:47:20.076917,"(50.4, 23.362)","(2264, 2577)","[17 11 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 23 19 25 25
 22 24 18 20 11 17 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 18 14 29 24 33 32
 32 33 28 30 23 25 20 21 17 19 12 13 11 12 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:47:34.239878,"(43.52, 23.9608)","(2174, 2575)","[17  9 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 21 17 23 23
 20 22 16 18 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 22 17 27 25
 28 29 27 28 24 26 20 22 17 18 13 13 12 13 12 12 11 12 10 11  9  9  8  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:47:47.687478,"(37.07, 24.8853)","(2094, 2545)","[17  8 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 15 13 23 19 32 29
 34 34 31 33 26 28 22 24 18 20 14 14 13 13 11 12 11 12 10 11  9  9  9  9
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:48:00.839680,"(30.0, 27.0)","(2011, 2517)","[17  3 19 20 18 19 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 18 15 19 19 21 19
 27 26 27 28 26 27 23 25 19 22 16 17 12 13 11 11 11 12 10 11  8  9  8  8
  7  8  8  7  9  9  9  9]",,,,
2024-09-11 19:48:13.785263,"(24.44, 25.6205)","(1951, 2530)","[17  5 19 20 18 18 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 20 19 18 19 16 17 17 16 19 18 31 26
 35 35 33 34 30 32 27 29 22 24 18 20 14 15 13 14 11 12 10 11 10 10 10 10
 10 10  9  9  9  9  9  9]",,,,
2024-09-11 19:48:26.738562,"(18.31, 24.5081)","(1890, 2540)","[17  7 19 20 18 18 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 18 14 20 20 19 20 17 17 17 17 19 17 33 27
 36 36 35 36 32 33 27 29 21 24 15 15 13 14 12 12 11 12 10 11  9  9  9  9
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:48:40.196700,"(11.69, 23.7001)","(1826, 2546)","[17  9 19 20 18 18 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 14 10 20 17 24 22 36 32
 38 39 35 37 28 32 24 26 20 22 15 14 14 14 13 13 12 12 10 11  9 10  8  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:48:53.353822,"(4.7, 23.2286)","(1763, 2553)","[17 12 19 20 18 18 18 18 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 25 20 27 26 34 31
 37 37 34 36 27 31 23 25 19 21 14 15 13 14 12 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:49:06.505906,"(-2.47, 23.1141)","(1703, 2555)","[17 14 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 18 10 27 22 36 32 39 38
 39 39 36 38 29 32 24 27 20 23 16 16 14 15 12 13 11 12 10 11  8  9  7  8
  7  7  8  8  9  9  9  9]",,,,
2024-09-11 19:49:19.658023,"(-9.6, 23.3619)","(1668, 2550)","[17 12 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 19 12 28 24 34 31
 37 37 35 36 30 32 26 28 23 24 19 21 14 14 12 13 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:49:32.813168,"(-16.48, 23.9608)","(1614, 2545)","[17  5 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 18 15 38 28 48 44
 50 50 47 49 40 44 35 38 31 33 26 29 19 24 17 18 15 16 13 14 11 12  9 10
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:49:45.758217,"(-22.93, 24.8853)","(1562, 2537)","[17  6 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 17 12 31 24 41 36
 45 44 45 46 41 43 35 38 30 33 26 28 18 23 17 17 15 16 13 14 11 12 10 11
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:49:58.916387,"(-30.0, 27.0)","(1505, 2514)","[17  9 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 15 11 21 18 27 22
 38 34 40 40 37 39 33 35 28 31 23 26 15 21 15 15 13 14 11 12 10 10  8  9
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:50:11.862215,"(-35.56, 25.6206)","(1462, 2528)","[17  5 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 13  9 14 15 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 16 14 32 24 44 39
 48 47 47 48 43 46 37 40 30 34 25 27 19 23 18 18 16 17 14 15 12 13 10 11
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:50:24.820833,"(-41.69, 24.5081)","(1411, 2538)","[17  6 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 13 10 23 17 39 31 48 45
 50 51 48 50 43 46 36 39 28 32 22 25 18 19 15 16 12 14 10 11  9  9  8  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:50:37.768716,"(-48.31, 23.7)","(1356, 2548)","[17  5 19 20 18 18 18 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 21 14 39 30 49 45
 51 52 49 50 43 46 36 39 30 33 24 27 18 19 15 16 12 13 11 11 10 10  8  9
  7  8  8  8 10  9 17 15]",,,,
2024-09-11 19:50:50.924419,"(-55.3, 23.2286)","(1294, 2553)","[18 17 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 13 10 18 15 23 21 23 23 20 22 17 19
 15 16 11 11 12 11 13 12 14 15 13 14 13 13 18 17 18 18 33 23 49 42 54 52
 52 54 47 50 38 42 30 33 25 27 20 21 17 19 15 16 12 13 10 11  9 10  8  9
  8  8  8  8 14  9 17 16]",,,,
2024-09-11 19:51:04.079377,"(-62.47, 23.1142)","(1226, 2554)","[17 15 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 18 14 29 25 32 32 28 31 25 27 21 23
 19 20 17 18 12 12 13 12 14 15 13 14 19 16 21 21 21 21 34 25 49 42 54 52
 52 53 48 51 41 45 34 38 28 31 22 23 20 21 17 18 14 15 12 13 10 11  9 10
  8  9  8  8 15  9 16 16]",,,,
2024-09-11 19:51:17.233030,"(-69.6, 23.3619)","(1156, 2551)","[17 15 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 23 15 37 31 40 40 39 40 35 37 31 33
 27 29 23 25 16 22 15 15 14 15 18 15 24 22 24 24 25 24 30 27 44 37 50 48
 49 50 45 47 37 41 31 34 26 29 21 22 19 20 17 18 14 16 13 14 12 13 11 12
 10 11  9  9  9  9  9  9]",,,,
2024-09-11 19:51:31.402678,"(-76.48, 23.9607)","(1084, 2543)","[17 15 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 27 21 30 30 28 29 27 27 25 26
 22 24 19 20 17 18 13 17 14 15 23 20 27 25 27 26 35 30 38 38 40 38 49 46
 48 49 44 47 37 41 31 34 23 28 21 22 19 20 17 18 15 16 13 14 12 13 11 11
 10 10  9 10  9  9  9  9]",,,,
2024-09-11 19:51:44.853384,"(-82.93, 24.8853)","(1007, 2538)","[17 14 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 15 10 18 19 19 18 25 22 24 25
 22 23 18 20 18 18 19 19 20 18 26 23 30 28 31 31 34 30 39 37 37 38 36 36
 40 39 38 39 34 36 31 33 28 30 21 22 18 19 15 16 14 14 13 13 12 12 10 11
 10 10  9  9  9  9  9  9]",,,,
2024-09-11 19:51:58.004764,"(-90, 27.0)","(917, 2517)","[19 19 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 22 15 30 28 32 32 31 32 28 29
 27 28 23 25 21 22 20 21 14 18 14 14 14 14 18 14 26 21 34 30 38 36 37 36
 42 41 41 42 39 40 34 36 29 31 24 27 20 21 16 18 14 15 13 13 11 12 11 11
 10 10  9  9  9  9  9  9]",,,,
2024-09-11 19:52:34.394340,"(84.44, -30.6206)","(2760, 3191)","[22 24 19 21 18 18 17 17 20 19 22 22 24 22 43 35 54 51 57 57 55 56 48 52
 40 42 36 38 32 34 32 31 37 33 42 39 42 42 40 41 37 39 33 35 30 31 27 29
 24 25 21 22 19 20 17 18 16 17 16 16 15 15 13 14 12 12 12 12 13 12 16 13
 18 18 17 18 13 13 14 13 14 15 13 14 12 13 12 12 12 12 12 12 12 12 12 12
 18 12 18 19 13 17 13 13 12 12 17 14 19 18 19 19 19 20 18 19 13 13 13 13
 13 13 13 13 13 13 13 13]",,,,
2024-09-11 19:52:47.351205,"(78.31, -29.5081)","(2671, 3182)","[17  9 19 20 18 18 17 17 20 19 22 22 22 22 30 25 41 37 44 44 42 43 36 40
 31 33 27 29 26 26 23 25 20 22 19 19 26 24 25 25 20 24 30 26 33 32 32 33
 29 31 25 27 19 21 16 18 14 15 11 12 10 11  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 16 15 16 16
 15 16 14 14  9  9 10 10 10 10 10 10 10 10 11 10 11 12 10 11 16 14 15 15
  9 14 10  9 10 10 10 10]",,,,
2024-09-11 19:53:00.298931,"(71.69, -28.7)","(2570, 3173)","[17  9 19 20 18 18 17 17 20 19 22 22 21 22 20 19 28 23 31 30 29 30 23 26
 17 19 15 16 14 15 13 13 17 14 22 20 20 21 17 18 22 16 30 26 34 33 33 34
 31 32 29 30 25 27 18 22 16 17 13 15 11 12  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 14 10 14 15 20 17 27 24
 27 27 25 26 23 24 22 22 21 22 18 20 13 13 14 14 14 14 13 13 12 13 11 12
  9 10  9  9  9  9  9  9]",,,,
2024-09-11 19:53:13.453054,"(64.7, -28.2286)","(2468, 3170)","[17  9 19 20 18 18 17 17 20 19 22 22 21 22 17 19 18 17 22 19 22 22 20 21
 16 18 14 15 13 13 13 13 13 13 14 14 13 14 12 12 12 12 27 19 35 32 36 36
 35 36 33 34 29 31 24 26 17 22 15 16 13 14 11 12  9 10 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 19 17 22 20 26 24 29 29
 28 29 26 27 26 26 26 26 26 27 25 26 24 25 22 23 16 21 15 16 14 14 14 14
 14 14 13 13 12 12 11 11]",,,,
2024-09-11 19:53:27.106672,"(57.53, -28.1141)","(2364, 3169)","[17 11 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 11 11 15 12 16 16 15 15 14 15 20 18 29 25 33 31
 37 36 38 38 34 36 26 30 19 23 16 17 13 14 11 11 10 10 10 10 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 16 11 15 15 15 15 17 15 24 20
 30 28 31 32 30 31 27 29 23 24 22 23 15 20 15 15 14 14 13 13 12 12 10 11
 10 10 10 10 10 10  9  9]",,,,
2024-09-11 19:53:40.254706,"(50.4, -28.3619)","(2265, 3171)","[17 13 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 13 13 11 12 10 11 11 11 10 11 12 11 12 12 12 12 12 12 11 11 12 10 22 17
 31 27 36 35 35 36 34 35 31 33 26 28 21 23 16 19 13 15 11 12 11 11 10 11
  9  9  9  9 12 11 17 12 23 22 23 24 23 23 24 24 22 24 21 21 25 23 26 26
 27 26 31 29 32 32 30 31 26 27 25 25 22 24 17 21 16 17 15 15 13 14 12 12
 11 11 10 10  9 10  9  9]",,,,
2024-09-11 19:53:53.407173,"(43.52, -28.9607)","(2174, 3174)","[17  8 19 20 21 20 23 23 22 23 22 22 22 22 21 21 18 20 16 17 15 15 13 14
 12 12 11 11 10 10 11 11 10 11 14 11 14 14 13 14 12 12 11 11 10 10 10 10
 19 10 28 25 32 30 33 33 31 33 28 29 26 27 23 24 20 21 16 16 15 15 13 14
 11 12 11 11 12 11 13 12 14 15 19 18 21 20 23 22 22 22 24 23 22 23 20 21
 19 19 20 19 24 22 24 24 22 23 19 21 16 16 15 16 14 15 13 14 13 13 12 12
 12 12 12 12 12 12 12 12]",,,,
2024-09-11 19:54:06.351544,"(37.07, -29.8853)","(2094, 3181)","[17 13 19 20 18 18 19 18 22 22 22 22 21 22 18 19 16 17 16 16 18 17 17 18
 15 16 14 14 13 13 12 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 20 18 27 23 36 33 38 38 37 38 34 36 30 32 25 28 22 23 16 20
 15 16 14 15 13 14 14 13 14 15 20 18 20 21 14 19 20 14 20 20 20 20 15 20
 15 15 15 15 15 15 15 15 15 15 14 14 13 14 12 13 11 12 11 11 11 11 11 11
 11 11 11 11 11 11 11 11]",,,,
2024-09-11 19:54:19.507630,"(30.0, -32.0)","(2011, 3203)","[17  9 19 20 21 20 24 24 23 24 23 23 22 22 20 21 19 19 18 18 16 17 18 16
 23 22 28 26 30 29 30 30 28 29 27 28 24 25 21 22 19 20 17 18 14 15 13 13
 13 13 13 13 12 12 15 12 19 17 18 19 23 21 23 23 22 22 25 23 25 25 22 23
 16 20 15 16 14 14 14 13 14 15 13 14 20 18 20 20 22 20 27 25 26 27 23 25
 21 22 19 20 15 15 14 15 13 13 12 12 11 11 11 11 11 12 10 11 10 10 10 10
 10 10 10 10 11 11 11 11]",,,,
2024-09-11 19:54:32.459116,"(24.44, -30.6206)","(1952, 3190)","[17 10 19 20 19 19 20 20 21 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 15 12 27 20 34 31 33 34 30 32 29 29 26 27 22 24 19 20 17 18 15 16 13 14
 12 12 11 11 11 11 12 12 12 12 18 13 31 25 35 34 34 35 32 33 29 31 30 29
 31 31 30 31 29 30 29 29 28 28 25 27 19 23 18 19 17 17 17 17 17 17 17 17
 16 16 16 16 15 16 14 15 13 14 12 12 11 11 11 11 11 12 10 11 14  9 20 18
 22 22 20 21 17 18 16 17]",,,,
2024-09-11 19:54:45.407848,"(18.31, -29.5081)","(1890, 3178)","[17 11 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 18 14 21 20 20 21 18 19 15 17 12 13 12 12 17 15 17 17 11 16
 11 11 16 14 18 17 17 18 12 15 11 11 10 10 10 10 10 10 11 11 14 11 16 16
 16 16 11 11 22 18 30 27 31 31 30 31 30 30 31 31 30 31 29 30 28 29 27 28
 25 26 23 24 19 19 17 18 16 16 16 16 16 16 15 16 15 15 14 14 13 14 18 13
 20 20 18 19 14 14 14 14]",,,,
2024-09-11 19:54:58.358799,"(11.69, -28.7001)","(1827, 3171)","[17  7 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 13 10 18 15 21 20 20 21 16 18 11 15
 11 11 11 11 20 17 23 22 24 24 21 23 21 21 25 23 28 28 26 27 24 25 23 24
 21 22 16 16 16 16 22 16 29 26 34 32 34 35 33 34 32 32 36 33 37 36 35 36
 36 34 41 38 43 42 41 42]",,,,
2024-09-11 19:55:11.510220,"(4.7, -28.2286)","(1764, 3166)","[17  3 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 30 23 40 37 41 42 39 40 35 37
 42 35 53 48 57 56 57 57 55 56 52 54 50 51 54 52 55 56 52 54 48 50 44 46
 43 43 41 42 39 40 40 40 35 40 35 35 33 34 32 32 32 32 32 32 30 31 29 29
 28 29 28 28 28 28 27 27]",,,,
2024-09-11 19:55:24.659440,"(-2.47, -28.1141)","(1704, 3165)","[18 16 21 20 20 21 19 19 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 14 10 21 17 25 24 23 24 21 22
 29 20 43 37 47 46 47 47 50 47 52 52 50 51 54 52 55 56 54 55 51 52 46 49
 42 44 39 40 36 38 31 34 31 31 30 31 27 29 25 26 23 24 21 22 21 21 21 21
 28 21 30 30 30 30 27 28]",,,,
2024-09-11 19:55:37.814075,"(-9.6, -28.3619)","(1667, 3167)","[17  8 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 28 22 36 33 37 38 35 36 31 32
 37 30 46 42 47 47 45 46 44 44 43 43 39 41 41 40 43 43 42 42 39 40 36 37
 34 35 32 33 28 28 31 28 34 33 34 34 28 32 27 28 27 27 27 27 32 27 34 33
 34 34 33 34 28 28 26 27]",,,,
2024-09-11 19:55:51.980001,"(-16.48, -28.9608)","(1615, 3173)","[23 24 22 23 19 21 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 19 13 35 28 41 40 41 41 37 39 32 34
 40 32 52 47 57 55 56 57 54 56 50 53 45 47 43 44 42 43 38 41 34 36 29 32
 27 28 27 27 26 27 31 26 36 35 35 36 33 34 28 32 28 28 27 27 26 26 32 26
 34 35 32 34 27 31 26 26]",,,,
2024-09-11 19:56:04.931988,"(-22.93, -29.8853)","(1562, 3180)","[18 16 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 14 10 29 23 35 33 36 36 34 35 32 33
 32 30 37 34 40 39 39 40 39 37 39 40 37 38 38 37 38 39 38 38 37 37 35 36
 30 33 24 25 22 23 20 21 19 19 17 18 20 17 27 24 28 28 27 28 26 26 33 30
 35 35 32 34 27 30 22 26]",,,,
2024-09-11 19:56:18.093392,"(-30.0, -32.0)","(1506, 3203)","[17 11 19 20 18 18 17 17 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 17 13 18 17 29 24 33 32 32 33 26 29 21 23 19 19 19 19 13 18 13 13
 14 14 13 13 13 13 12 12 10 11  9 10 13  9 22 19 24 24 23 24 21 22 22 21
 21 22 28 23 30 29 29 29]",,,,
